checkpoint,arch,method,seed,domain,n_samples,source_T,raw_accuracy,raw_nll,raw_brier,raw_ece,raw_adaptive_ece,raw_classwise_ece,sourcets_accuracy,sourcets_nll,sourcets_brier,sourcets_ece,sourcets_adaptive_ece,sourcets_classwise_ece,oracle_T,oraclets_accuracy,oraclets_nll,oraclets_brier,oraclets_ece,oraclets_adaptive_ece,oraclets_classwise_ece
resnet10_kd_s0,resnet10,kd,0,cifar10c_contrast_sev5,10000,1.4276223182678223,0.2245,4.421835,1.330936814923609,0.6195650519758462,0.6195650490403176,0.13487932567760116,0.2245,3.2907531,1.2047274587680783,0.523640295702219,0.5235154065161943,0.11957772617236713,2.9663662910461426,0.2245,2.2885327,0.9229733675280255,0.21835341981351378,0.21835341950654985,0.06621733792772519
resnet10_kd_s0,resnet10,kd,0,cifar10c_defocus_blur_sev1,10000,1.4276223182678223,0.9411,0.22059253,0.0926082175234085,0.031323901250958436,0.03116830382943155,0.006908372846322309,0.9411,0.19074367,0.08801814978770482,0.011803505241870838,0.011454344719648376,0.004431191725422393,1.4169352054595947,0.9411,0.19087271,0.08808272380659851,0.012136102816462541,0.011871036010980619,0.004458014391510516
resnet10_kd_s0,resnet10,kd,0,cifar10c_defocus_blur_sev2,10000,1.4276223182678223,0.9268,0.2786046,0.11666635832046282,0.04097157259583477,0.04070513893365858,0.00938021115957992,0.9268,0.23687144,0.1102597248432468,0.017638435688614815,0.017248535937070854,0.0063852080226887474,1.4655754566192627,0.9268,0.2360327,0.10992647807021586,0.014900199957191943,0.014893750405311584,0.006269784854239552
resnet10_kd_s0,resnet10,kd,0,cifar10c_defocus_blur_sev3,10000,1.4276223182678223,0.877,0.48027676,0.1953858646176885,0.0717543511748314,0.0714577787578106,0.01714517485566088,0.877,0.39772847,0.18387610761386772,0.038991910718381394,0.03830397210717204,0.013258591197715141,1.5852820873260498,0.877,0.3889329,0.1814282181410718,0.02353130201399323,0.024190048563480383,0.012743175844457
resnet10_kd_s0,resnet10,kd,0,cifar10c_defocus_blur_sev4,10000,1.4276223182678223,0.7806,0.91204804,0.3525256886151495,0.13620179090797901,0.13620181448459623,0.033000123255072976,0.7806,0.7338176,0.32850009314058043,0.08806248884499071,0.08806252402663234,0.028157377294392792,1.771639347076416,0.7806,0.6887587,0.31712217658810676,0.04052796595990658,0.04059936113357543,0.026135004535485062
resnet10_kd_s0,resnet10,kd,0,cifar10c_defocus_blur_sev5,10000,1.4276223182678223,0.4943,2.3248024,0.8036868328131164,0.3369194933503866,0.33691949862241743,0.07873550764128101,0.4943,1.808639,0.7376401540156817,0.256735016515851,0.2567349926263094,0.0685454160060687,2.2598977088928223,0.4943,1.5142614,0.6635345353211198,0.10165929876118897,0.10165930772423744,0.055216116099059576
resnet10_kd_s0,resnet10,kd,0,cifar10c_elastic_transform_sev1,10000,1.4276223182678223,0.9017,0.37251714,0.15624853361348506,0.05173430713415141,0.05149501159191132,0.01185733693154063,0.9017,0.3183613,0.14856671964520915,0.02087798806130883,0.020813121217489242,0.007724480291889051,1.4832158088684082,0.9017,0.3166715,0.1480454902707098,0.01598964450657371,0.017016679829359064,0.007285253363293598
resnet10_kd_s0,resnet10,kd,0,cifar10c_elastic_transform_sev2,10000,1.4276223182678223,0.897,0.38384512,0.1615074269926684,0.056695489972829846,0.05669549413919449,0.012988793226665001,0.897,0.3254659,0.15225071309045438,0.02611213768422603,0.02580349678397179,0.008495398099641314,1.5021823644638062,0.897,0.322897,0.15134582603856483,0.018752734994888283,0.019844130241870872,0.00808523207578575
resnet10_kd_s0,resnet10,kd,0,cifar10c_elastic_transform_sev3,10000,1.4276223182678223,0.8561,0.5497106,0.22536649243560833,0.08199640033841135,0.08199638607501984,0.01881572902065527,0.8561,0.45713228,0.2117506008936732,0.044144396883249296,0.044144365000724786,0.014346720361220653,1.5945820808410645,0.8561,0.44664347,0.2088159770154678,0.02557259732484815,0.025716963285207752,0.013395036376540085
resnet10_kd_s0,resnet10,kd,0,cifar10c_elastic_transform_sev4,10000,1.4276223182678223,0.7948,0.8135061,0.32474852736246396,0.11923147633969781,0.11918191194534301,0.02844599095592391,0.7948,0.6670322,0.30341052687760284,0.07090843376815323,0.07074757540822028,0.023151432931935414,1.7008717060089111,0.7948,0.63828474,0.29583435205486225,0.03385672644078732,0.034211285459995286,0.021264639023253692
resnet10_kd_s0,resnet10,kd,0,cifar10c_elastic_transform_sev5,10000,1.4276223182678223,0.7515,0.9840499,0.389865222680841,0.14085170673727987,0.1408510530352592,0.032910717106781666,0.7515,0.8079719,0.3643354788270769,0.0846701977610588,0.0845834312558174,0.025951876781091558,1.7397496700286865,0.7515,0.76838666,0.35429893244308425,0.0397796129539609,0.038647876843810075,0.02333152004170697
resnet10_kd_s0,resnet10,kd,0,cifar10c_fog_sev1,10000,1.4276223182678223,0.938,0.22728218,0.09543256297178807,0.03304562720656391,0.03305431949496269,0.007182360663557773,0.938,0.1963168,0.09062036245017424,0.011664680373668626,0.013458293545246115,0.0046952738836256325,1.4229111671447754,0.938,0.19637859,0.09065018839836125,0.011952927914261792,0.013595868372917166,0.004679338019872084
resnet10_kd_s0,resnet10,kd,0,cifar10c_fog_sev2,10000,1.4276223182678223,0.9248,0.28202403,0.11851374452546388,0.04100674612522121,0.04101571567058564,0.009284223744016492,0.9248,0.24093173,0.11240630042986834,0.016476948738098122,0.01701988624930381,0.006761541292769834,1.4618563652038574,0.9248,0.24019693,0.1121335064774981,0.013743152394890806,0.015544481742382038,0.006618744693411281
resnet10_kd_s0,resnet10,kd,0,cifar10c_fog_sev3,10000,1.4276223182678223,0.896,0.39684808,0.1651532692972926,0.05975865883231159,0.0597577070057392,0.013692220833331523,0.896,0.3313294,0.15547707662782265,0.031423757928609845,0.030973102682828907,0.010135207280842587,1.5461591482162476,0.896,0.3263266,0.1538554582352263,0.02095135898590085,0.02173936593532561,0.010153853454117198
